Date,Matchday
2006-09-23T13:30:00Z,5
2006-09-23T13:30:00Z,5
2006-09-23T13:30:00Z,5
2006-09-23T13:30:00Z,5
2006-09-23T13:30:00Z,5
2006-09-23T13:30:00Z,5
2006-09-24T15:00:00Z,5
2006-09-24T15:00:00Z,5
2006-09-29T18:30:00Z,6
2006-09-30T13:30:00Z,6
2006-09-30T13:30:00Z,6
2006-09-30T13:30:00Z,6
2006-09-30T13:30:00Z,6
2006-09-30T13:30:00Z,6
2006-09-30T13:30:00Z,6
2006-10-01T15:00:00Z,6
2006-10-01T15:00:00Z,6
2006-10-13T18:30:00Z,7
2006-10-14T13:30:00Z,7
2006-10-14T13:30:00Z,7
2006-10-14T13:30:00Z,7
2006-10-14T13:30:00Z,7
2006-10-14T13:30:00Z,7
2006-10-14T13:30:00Z,7
2006-10-15T15:00:00Z,7
2006-10-15T15:00:00Z,7
2006-10-20T18:30:00Z,8
2006-10-21T13:30:00Z,8
2006-10-21T13:30:00Z,8
2006-10-21T13:30:00Z,8
2006-10-21T13:30:00Z,8
2006-10-21T13:30:00Z,8
2006-10-21T13:30:00Z,8
2006-10-22T15:00:00Z,8
2006-10-22T15:00:00Z,8
2006-10-27T18:30:00Z,9
2006-10-28T13:30:00Z,9
2006-10-28T13:30:00Z,9
2006-10-28T13:30:00Z,9
2006-10-28T13:30:00Z,9
2006-10-28T13:30:00Z,9
2006-10-28T13:30:00Z,9
2006-10-29T16:00:00Z,9
2006-10-29T16:00:00Z,9
2006-11-03T19:30:00Z,10
2006-11-04T14:30:00Z,10
2006-11-04T14:30:00Z,10
2006-11-04T14:30:00Z,10
2006-11-04T14:30:00Z,10
2006-11-04T14:30:00Z,10
2006-11-04T14:30:00Z,10
2006-11-05T16:00:00Z,10
2006-11-05T16:00:00Z,10
2006-11-07T19:00:00Z,11
2006-11-07T19:00:00Z,11
2006-11-07T19:00:00Z,11
2006-11-07T19:00:00Z,11
2006-11-08T19:00:00Z,11
2006-11-08T19:00:00Z,11
2006-11-08T19:00:00Z,11
2006-11-08T19:00:00Z,11
2006-11-08T19:00:00Z,11
2006-11-10T19:30:00Z,12
2006-11-11T14:30:00Z,12
2006-11-11T14:30:00Z,12
2006-11-11T14:30:00Z,12
2006-11-11T14:30:00Z,12
2006-11-11T14:30:00Z,12
2006-11-11T14:30:00Z,12
2006-11-12T16:00:00Z,12
2006-11-12T16:00:00Z,12
2006-11-17T19:30:00Z,13
2006-11-18T14:30:00Z,13
2006-11-18T14:30:00Z,13
2006-11-18T14:30:00Z,13
2006-11-18T14:30:00Z,13
2006-11-18T14:30:00Z,13
2006-11-18T14:30:00Z,13
2006-11-19T16:00:00Z,13
2006-11-19T16:00:00Z,13
2006-11-24T19:30:00Z,14
2006-11-25T14:30:00Z,14
2006-11-25T14:30:00Z,14
2006-11-25T14:30:00Z,14
2006-11-25T14:30:00Z,14
2006-11-25T14:30:00Z,14
2006-11-25T14:30:00Z,14
2006-11-26T17:00:00Z,14
2006-11-26T17:00:00Z,14
2006-12-01T19:30:00Z,15
2006-12-02T14:30:00Z,15
2006-12-02T14:30:00Z,15
2006-12-02T14:30:00Z,15
2006-12-02T14:30:00Z,15
2006-12-02T14:30:00Z,15
2006-12-02T14:30:00Z,15
2006-12-03T16:00:00Z,15
2006-12-03T16:00:00Z,15
2006-12-08T19:30:00Z,16
2006-12-09T14:30:00Z,16
2006-12-09T14:30:00Z,16
2006-12-09T14:30:00Z,16
2006-12-09T14:30:00Z,16
2006-12-09T14:30:00Z,16
2006-12-09T14:30:00Z,16
2006-12-10T16:00:00Z,16
2006-12-10T16:00:00Z,16
2006-12-15T19:30:00Z,17
2006-12-16T14:30:00Z,17
2006-12-16T14:30:00Z,17
2006-12-16T14:30:00Z,17
2006-12-16T14:30:00Z,17
2006-12-16T14:30:00Z,17
2006-12-16T14:30:00Z,17
2006-12-17T16:00:00Z,17
2006-12-17T16:00:00Z,17
2007-01-26T19:30:00Z,18
2007-01-27T14:30:00Z,18
2007-01-27T14:30:00Z,18
2007-01-27T14:30:00Z,18
2007-01-27T14:30:00Z,18
2007-01-27T14:30:00Z,18
2007-01-27T14:30:00Z,18
2007-01-28T16:00:00Z,18
2007-01-28T16:00:00Z,18
2007-01-30T19:00:00Z,19
2007-01-30T19:00:00Z,19
2007-01-30T19:00:00Z,19
2007-01-30T19:00:00Z,19
2007-01-31T19:00:00Z,19
2007-01-31T19:00:00Z,19
2007-01-31T19:00:00Z,19
2007-01-31T19:00:00Z,19
2007-01-31T19:00:00Z,19
2007-02-02T19:30:00Z,20
2007-02-03T14:30:00Z,20
2007-02-03T14:30:00Z,20
2007-02-03T14:30:00Z,20
2007-02-03T14:30:00Z,20
2007-02-03T14:30:00Z,20
2007-02-03T14:30:00Z,20
2007-02-04T16:00:00Z,20
2007-02-04T16:00:00Z,20
2007-02-09T19:30:00Z,21
2007-02-10T14:30:00Z,21
2007-02-10T14:30:00Z,21
2007-02-10T14:30:00Z,21
2007-02-10T14:30:00Z,21
2007-02-10T14:30:00Z,21
2007-02-10T14:30:00Z,21
2007-02-11T16:00:00Z,21
2007-02-11T16:00:00Z,21
2007-02-16T19:30:00Z,22
2007-02-17T14:30:00Z,22
2007-02-17T14:30:00Z,22
2007-02-17T14:30:00Z,22
2007-02-17T14:30:00Z,22
2007-02-17T14:30:00Z,22
2007-02-17T14:30:00Z,22
2007-02-18T16:00:00Z,22
2007-02-18T16:00:00Z,22
2007-02-23T19:30:00Z,23
2007-02-24T14:30:00Z,23
2007-02-24T14:30:00Z,23
2007-02-24T14:30:00Z,23
2007-02-24T14:30:00Z,23
